,sampling_location,sample_date,sample_time,weather_condition_dry_or_wet,top_sample_temperature_c,site_actual_depth_ft,top_sample_depth_ft,top_salinity_psu,top_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,percentage_o2_saturation_top_sample,light_trans_transparency_top_sample,top_sigma_t_kg_m3,top_fluorometer_mg_m3,top_sample_par_ue_s_m2,oxidation_reduction_potential_mv_top_sample,current_speed_knot,current_direction_current_direction,wind_speed_mph,wind_direction_wind_direction,sea_state,winkler_method_top_dissolved_oxygen_mg_l,secchi_depth_ft,top_ph,top_fecal_coliform_bacteria_cells_100ml,top_enterococci_bacteria_cells_100ml,top_nitrate_nitrite_mg_l,top_ammonium_mg_l,top_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,total_phosphorus_mg_l,top_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,top_dissolved_organic_carbon_mg_l,long,lat,type,bottom_sample_temperature_c,bottom_salinity_psu,winkler_method_bottom_dissolved_oxygen_mg_l,top_total_coliform_cells_100_ml,top_bottom_coliform_cells_100_ml,top_five_day_biochemical_oxygen_demand_mg_l,bottom_five_day_biochemical_oxygen_demand_mg_l,oakwood_bod_top_sample_mg_l,oakwood_bod_bottom_sample_mg_l,bottom_sample_depth_ft,bottom_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,percentage_o2_saturation_bottom_sample,bottom_sigma_t_kg_m3,bottom_fluorometer_mg_m3,bottom_ph,bottom_fecal_coliform_bacteria_cells_100ml,enterococcus_top_sample_less_than_or_greater_than_result,enterococcus_bottom_sample_less_than_or_greater_than_result,bottom_enterococci_bacteria_cells_100ml,bottom_total_suspended_solid_mg_l,sampling_comment,top_pcb_plate_count_thous_ml,bottom_pcb_plate_count_thous_ml,oxidation_reduction_potential_mv_bottom_sample,light_trans_transparency_bottom_sample,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,duplicate_sample,bottom_sample_par_ue_s_ue_s_m2,bottom_silica_mg_l,top_sample_salinity_ysi_psu,top_sample_temperature_ysi_c,top_coliform_log_no_ml,bottom_coliform_log_no_ml,fecal_coliform_top_sample_less_than_or_greater_than_result,chlorophyll_top_sample_field_u_l_ysi,top_dissolved_organic_carbon_ysi_mg_l,bottom_dissolved_organic_carbon_ysi_mg_l,bottom_sample_salinity_ysi_psu,bottom_sample_temperature_ysi_c,top_bacteria_per_c_c_1909,bottom_bacteria_per_c_c_1909,top_turbidity_nephelometric_turbidity_units,top_total_organic_carbon_mg_l,chlorophyll_bottom_sample_field_u_l_ysi,bottom_turbidity_ysi_nephelometric_turbidity_units,fecal_coliform_bottom_sample_less_than_or_greater_than_result,bottom_nitrate_nitrite_mg_l,bottom_ammonium_mg_l,bottom_ortho_phosphorus_mg_l,bottom_total_phosphorus_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,top_sample_depth_ysi_ft,bottom_depth_ysi_ft,bottom_active_chlorophyll_a_g_l
577,H4,1980-09-02T00:00:00.000,10:58 AM,,25.6,,,26.7,,,,,,,,,,N,,,,2.5,,,,,,,,,,,,,,-73.929168,40.803613,Permanent,25.6,27.4,2.4,33000,17000,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,N8,1938-08-25T00:00:00.000,4:15 PM,,23.3,90.0,,21.7,,,,,,,,,,SL,,,,2.87,,,,,,,,,,,,,,-74.0455,40.606167,Permanent,22.8,25.2,3.82,,,,,,,,,,,,,,,,,,,,0.38,0.32,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
579,H3,1999-06-22T00:00:00.000,12:18 PM,,21.08,17.0,3.28,22.58,33.06,7.86,101.02,70.08,15.05,,,,,S,6,NW,1,4.83,5.0,7.19,49,,0.421,0.526,,1.21,1.14,0.182,8.0,1.6,,-73.933833,40.828,Permanent,20.83,22.69,4.88,,,,,,,16.4,33.04,7.97,101.96,15.19,,7.12,23.0,,,,9.4,,,,,68.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,N3B,1965-08-04T00:00:00.000,11:35 AM,,23.3,65.0,,20.65,,,,,,,,,,S,,,,4.3,,,,,,,,,,,,,,-73.965333,40.820833,Permanent,22.8,21.7,2.5,49,79,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,N2,1987-07-08T00:00:00.000,11:59 AM,,23.2,38.0,,,,,,,,,,,,S,,,,5.8,4.0,7.41,120,,0.62,0.21,0.075,,,0.11,,2.0,,-73.930268,40.879447,Permanent,22.6,,4.2,4900,2300,,,2.1,2.6,,,,,,,7.3,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.25,0.09,0.22,,,,
582,H1,1958-09-09T00:00:00.000,11:20 AM,,21.7,20.0,,16.1,,,,,,,,,,NW,,,,4.2,,,,,,,,,,,,,,-73.923884,40.878055,Permanent,21.1,16.45,4.8,460,460,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,N4,2010-09-27T00:00:00.000,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.005833,40.7645,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,x30_1909,1909-03-24T00:00:00.000,2:45 PM,,,,,,,,,,,,,,,Ebb,,,,,,,,,,,,,,,,,,-74.050094,40.634099,Permanent,3.4,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22900.0,,,,,,,,,,,,,
585,E7,2001-06-18T00:00:00.000,3:39 PM,Wet,,51.0,,,,,,,,,,,,NE,7,E,1,7.1,4.5,7.71,1180,,0.291,1.14,0.152,2.44,1.27,0.222,6.6,15.3,3.86,-73.8205,40.805,Permanent,,,6.5,,,,,,,,,,,,,7.82,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,5.64,,,,,,,,,,,
586,E3,1997-06-26T00:00:00.000,10:39 AM,,20.15,47.0,3.28,22.9,3.28,4.0,50.57,72.71,15.52,0.12,3.73,,,E,3,N,1,4.92,5.0,7.25,77,,0.292,0.556,0.109,0.972,,0.163,7.0,2.8,,-73.966112,40.747499,Permanent,19.81,23.05,4.37,,,,,,,45.92,3.28,3.96,49.85,15.72,0.7,7.22,39.0,,,,18.0,,,,,68.89,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,H4,1948-08-17T00:00:00.000,11:22 AM,,22.8,20.0,,24.5,,,,,,,,,,N,,,,1.2,,,,,,,,,,,,,,-73.929168,40.803613,Permanent,22.8,25.2,1.5,,,2.0,2.0,,,,,,,,,,,,,,,,0.7,0.7,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
588,N7,1979-08-08T00:00:00.000,9:06 AM,,23.3,,,27.2,,,,,,,,,,N,,,,5.9,,,,,,,,,,,,,,-74.053833,40.643833,Permanent,23.3,27.9,5.5,4500,13000,,,1.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,N7,1979-08-08T00:00:00.000,9:06 AM,,23.3,,,27.2,,,,,,,,,,N,,,,5.9,,,,,,,,,,,,,,-74.053833,40.643833,Permanent,23.3,27.9,5.5,4500,13000,,,1.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,NC0,2014-06-25T00:00:00.000,9:30 AM,Dry,21.88,16.0,3.0,20.11,3.03,5.2,66.65,75.94,12.98,4.2491,926.28,149.015,weak,N,calm,,1,5.58,4.5,7.22,310,20,0.186,0.879,0.23,1.525,2.93,0.356,13.0,9.2,3.12,-73.931556,40.714961,Permanent,21.91,20.09,5.52,,,,,,,11.0,3.03,5.31,68.08,12.95,5.0651,7.24,230.0,E,E,16.0,14.0,,,,146.147,76.73,,,551.8,,57.62,2.938,,,,,,,,,,,,,,,,,,,,,,,,,
591,GC4,2009-08-25T00:00:00.000,10:22 AM,Dry,,,,,,,,,,,,,,,,,,,,7.28,500,132,0.464,0.4,0.15,1.02,1.68,0.178,10.8,1.0,4.2,-73.989073,40.678034,Permanent,,,,,,,,,,,,,,,,7.32,286.0,,,232.0,10.4,,,,,,,,,,,1.63,20.67,25.22,,,E,1.2,3.71,3.59,20.86,25.28,,,3.7,,1.8,4.8,,,,,,,,,
592,N3,1958-07-16T00:00:00.000,11:10 AM,,23.9,46.0,,19.25,,,,,,,,,,N,,,,3.9,,,,,,,,,,,,,,-73.954182,40.836396,Permanent,22.8,21.7,2.5,1100,43,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,NC0,2015-08-19T00:00:00.000,9:19 AM,Dry,25.28,15.0,3.0,23.17,3.69,4.58,63.55,67.21,14.35,11.2654,1531.0,417.021,0.2,W,3,S,1,4.91,3.0,7.09,193,24,0.19,0.593,0.24,0.982,3.3,0.38,6.0,13.0,2.72,-73.931556,40.714961,Permanent,25.11,23.3,4.77,,,,,,,12.0,3.69,4.33,59.97,14.49,10.3298,7.12,201.0,E,E,20.0,15.0,,,,434.174,72.15,,,,,36.63,3.321,,,,,,,,,,,,,,,,,,,,,,,,,
594,K5,2009-09-30T00:00:00.000,1:46 PM,Wet,19.76,39.0,3.0,22.17,3.16,6.69,83.58,,15.07,9.7234,58.78,72.793,0.8,S,14,NW,1,6.87,7.0,7.52,46,2,0.634,0.486,,1.42,1.48,0.196,1.6,8.0,4.0,-74.258833,40.508833,Permanent,19.53,26.48,5.98,,,,,,,38.0,3.69,5.42,69.16,18.39,6.4796,7.59,,E,,,13.8,,,,68.05,,8.72,8.79,1128.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
595,J2,1961-07-20T00:00:00.000,1:25 PM,,23.3,42.0,,30.45,,,,,,,,,,E,,,,7.1,,,,,,,,,,,,,,-73.885835,40.608055,Permanent,23.3,29.05,7.0,240,460,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,N16,2000-07-19T00:00:00.000,11:17 AM,Dry,21.81,27.0,3.3,30.46,43.96,3.16,43.08,0.03,20.82,,,,,SE,3,E,1,8.08,7.0,7.64,1,,0.003,0.004,0.061,0.29,0.272,0.036,3.4,5.84,2.39,-73.943667,40.529667,Permanent,21.24,35.23,6.5,,,,,,,26.2,49.38,2.72,37.89,24.61,,7.49,,,,,2.6,,,,,3.01,,,,,,,,,,,<,,,,,,,,,,,,,,,,,,,,
597,H5,1947-06-25T00:00:00.000,9:40 AM,,18.9,22.0,,20.3,,,,,,,,,,SL,,,,1.3,,,,,,,,,,,,,,-73.935832,40.787777,Permanent,18.9,22.4,1.2,,,2.0,2.0,,,,,,,,,,,,,,,,1.7,1.7,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
598,E2,2002-08-19T00:00:00.000,6:12 PM,Dry,25.54,52.0,4.0,27.83,4.37,5.21,74.72,,17.77,,,,,E,9,W,1,4.02,6.0,7.36,208,6,0.388,0.367,,0.93,1.49,0.209,23.0,2.7,4.02,-73.97,40.735333,Permanent,25.46,27.86,3.65,,,,,,,30.0,4.37,5.09,72.87,17.82,,7.37,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,J12,2007-04-24T00:00:00.000,1:55 PM,Dry,12.62,38.0,3.7,22.85,2.76,8.6,93.42,,17.07,,,125.412,0.4,E,19,N,2,11.04,4.0,8.21,3,1,0.504,0.824,0.147,2.26,0.492,0.223,15.8,27.0,4.43,-73.806455,40.633095,Permanent,8.66,23.85,6.63,,,,,,,35.7,2.6,3.76,37.6,18.45,,7.98,,,,,7.0,,,,129.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,N9A,1993-08-19T00:00:00.000,9:21 AM,,22.51,17.0,1.0,28.44,4.18,,,,19.11,,,,,N,,,,7.21,12.0,7.95,7,,0.01,0.05,0.021,,,0.1,28.0,4.8,,-73.9355,40.567833,Permanent,22.51,30.18,7.01,,,,,0.4,0.4,4.0,4.42,,,20.42,,7.96,25.0,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,K4,1945-07-12T00:00:00.000,11:50 AM,,25.0,35.0,,23.1,,,,,,,,,,N,,,,4.3,,,,,,,,,,,,,,-74.211667,40.567,Permanent,24.44,23.8,3.6,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,E14,2011-08-01T00:00:00.000,,Dry,,,,,,,,,,,,,,,,,,4.63,4.5,,144,30,0.17,0.231,,0.192,1.73,0.753,18.0,9.5,2.5,-73.8645,40.800833,Permanent,,,4.24,,,,,,,,,,,,,,,E,,,12.0,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,H3,1909-07-15T00:00:00.000,4:10 PM,,21.5,,1.0,,,,,,,,,,,Flood,,,,2.97,,,,,,,,,,,,,,-73.933833,40.828,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,N6,1946-09-10T00:00:00.000,10:35 AM,,22.8,56.0,,25.9,,,,,,,,,,SL,,,,3.1,,,,,,,,,,,,,,-74.051333,40.664667,Permanent,22.8,26.6,3.7,,,1.0,1.0,,,,,,,,,,,,,,,,0.8,0.4,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
605,K5A,2011-06-02T00:00:00.000,1:58 PM,Dry,,21.0,,,,,,,,,,,1.5,S,13,W,2,,2.0,7.52,62,1,0.317,0.175,,0.752,2.28,0.11,6.0,29.6,3.2,-74.245833,40.4845,Permanent,,,,,,,,,,,,,,,,,,<,,,,,,,,,,,,,,,18.72,19.38,,,,15.7,7.76,,,,,,8.0,,,,,,,,,,,,
606,FLC2,2012-07-02T00:00:00.000,1:33 PM,,21.87,17.0,3.0,24.45,3.61,3.65,48.06,,16.26,17.622,,,weak,E,5,N,1,4.44,3.0,7.36,500,,0.218,0.355,0.161,0.988,2.0,0.279,24.0,1.0,3.5,-73.842833,40.765,Permanent,21.02,24.74,4.35,,,,,,,16.0,3.59,3.76,48.72,16.7,14.1658,7.36,,,,,13.0,no reliable numbers for enterococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,E14,2011-12-13T00:00:00.000,1:54 PM,Dry,9.61,24.0,3.0,21.0,2.37,8.22,82.71,73.92,16.1,14.8121,141.9,215.809,1.5,W,6,N,1,8.47,4.5,7.35,21,2,0.513,0.318,,0.318,2.95,0.165,16.0,1.2,3.24,-73.8645,40.800833,Permanent,,,8.37,,,,,,,,,,,,,7.45,,,,,16.0,,,,,,8.87,,1671.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,N1,1934-07-31T00:00:00.000,2:20 PM,,26.7,46.0,,15.4,,,,,,,,,,S,,,,3.76,,,,,,,,,,,,,,-73.916167,40.9145,Permanent,26.1,16.1,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,MVJ7,1996-05-09T00:00:00.000,1:17 PM,,14.6,20.0,,0.13,0.02,,,,,,,,,N,2,E,1,10.22,1.0,7.19,,,0.517,0.099,0.032,0.484,,0.104,37.0,2.2,,-73.925149,40.919699,Permanent,14.2,0.17,10.07,500,500,1.3,1.3,,,,0.03,,,,,7.2,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,K3,1937-07-27T00:00:00.000,10:30 AM,,24.4,36.0,,21.7,,,,,,,,,,N,,,,2.67,,,,,,,,,,,,,,-74.195833,40.6375,Permanent,23.3,22.05,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,E13,1984-08-13T00:00:00.000,12:30 PM,,23.3,,,25.2,,,,,,,,,,W,,,,2.5,,,,,,,,,,,,,,-73.841113,40.806111,Permanent,22.8,25,2.5,4500,4000,,,1.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,E13,1984-08-13T00:00:00.000,12:30 PM,,23.3,,,25.2,,,,,,,,,,W,,,,2.5,,,,,,,,,,,,,,-73.841113,40.806111,Permanent,22.8,25,2.5,4500,4000,,,1.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,H2,1969-07-07T00:00:00.000,9:20 AM,,22.2,,,13.6,,,,,,,,,,N,,,,2.6,,,,,,,,,,,,,,-73.91861,40.858609,Permanent,21.7,16.1,4.1,160000,160000,,,3.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,H4,1936-07-24T00:00:00.000,10:50 AM,,22.8,20.0,,23.1,,,,,,,,,,S,,,,0.0,,,,,,,,,,,,,,-73.929168,40.803613,Permanent,22.8,23.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,SP2,2012-06-20T00:00:00.000,1:36 PM,Dry,24.29,10.0,3.0,25.27,3.91,8.85,122.07,,16.21,85.9765,,,0.3,W,12,W,1,14.2,2.0,8.35,40,4,0.21,0.042,0.213,1.534,0.141,0.326,16.0,23.6,3.6,-73.854167,40.6445,Permanent,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,J13,2012-02-15T00:00:00.000,,Dry,,,,,,,,,,,,,,,,,,,,,5,18,0.318,0.015,0.06,0.725,0.37,0.155,12.0,26.6,2.8,-73.819975,40.610585,Permanent,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,N3,1952-07-02T00:00:00.000,11:50 AM,,23.9,46.0,,8.75,,,,,,,,,,S,,,,6.3,,,,,,,,,,,,,,-73.954182,40.836396,Permanent,23.3,17.15,3.2,,,1.0,1.0,,,,,,,,,,,,,,,,0.4,0.27,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
618,N16,1988-09-21T00:00:00.000,11:50 AM,,18.7,24.0,,29.9,,,,,,,,,,N,,,,5.7,,7.82,54,,,,,,,,,1.0,,-73.943667,40.529667,Permanent,17.7,30.8,5.6,790,490,,,3.8,4.0,,,,,,,7.76,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,E12,1984-07-30T00:00:00.000,12:37 PM,,20.6,,,25.6,,,,,,,,,,E,,,,3.9,,,,,,,,,,,,,,-73.809446,40.854442,Permanent,20,26.1,3.9,2300,680,,,2.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,E12,1984-07-30T00:00:00.000,12:37 PM,,20.6,,,25.6,,,,,,,,,,E,,,,3.9,,,,,,,,,,,,,,-73.809446,40.854442,Permanent,20,26.1,3.9,2300,680,,,2.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,SP1,2015-07-22T00:00:00.000,10:43 AM,Dry,,3.71,,,,,,,,,,,,,,,,,,,30,2,0.117,0.29,0.325,1.26,1.759,0.41,36.0,39.8,3.49,-73.860294,40.655069,Permanent,,,,,,,,,,,,,,,,,,E,,,,No pH probe.,,,,,,,,,,,27.05,24.99,,,,56.98,10.13,,,,,,3.79,,,,,,,,,,,,
622,BB4,2014-04-03T00:00:00.000,1:57 PM,Dry,7.19,19.0,4.0,25.86,2.7,12.83,125.76,,20.21,39.1446,,,weak,SW,6,S,1,10.22,3.0,8.37,45,9,0.22,0.42,0.091,1.472,0.07,0.192,17.0,36.0,3.1,-73.82316,40.65164,Permanent,6.25,26.3,10.55,,,,,,,13.0,2.67,10.17,97.82,20.66,54.6585,8.4,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PB2,2006-07-25T00:00:00.000,1:04 PM,Dry,25.68,11.0,6.0,25.86,4.1,5.88,83.63,,16.25,,,52.938,0.4,N,7,S,1,13.83,2.0,8.17,184,6,0.1,0.085,0.061,1.78,0.137,0.285,60.75,125.87,3.71,-73.909667,40.628,Permanent,25.46,26.03,8.8,,,,,,,8.0,4.11,1.9,26.96,16.44,,7.88,144.0,,,8.0,12.75,,,,53.41,,,,,,,0.13,,,,,,,,,,,,,,,,,,0.108,0.19,0.091,0.287,1.71,,,
624,N16,1950-04-26T00:00:00.000,12:40 PM,,9.4,24.0,,31.15,,,,,,,,,,N,,,,10.0,,,,,,,,,,,,,,-73.943667,40.529667,Permanent,9.4,33.25,9.7,,,2.0,1.0,,,,,,,,,,,,,,,,0.021,0.016,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
625,N7,1911-08-08T00:00:00.000,10:53 AM,,,,,,,,,,,,,,,Ebb,,,,,,,,,,,,,,,,,,-74.053833,40.643833,Permanent,23,,3.83,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,H3,2013-07-15T00:00:00.000,3:11 PM,Dry,25.55,22.0,3.0,7.38,1.3,6.11,77.87,11.03,2.45,13.3613,982.84,,1,S,calm,,1,6.12,1.5,7.47,56,30,0.47,0.122,,0.643,4.25,0.12,20.0,4.6,4.5,-73.933833,40.828,Permanent,25.51,7.42,6.01,,,,,,,17.0,1.31,6.1,77.71,2.49,12.8372,7.51,,,,,15.0,,,,,10.5,,,1077.8,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,
627,GC4,2014-06-09T00:00:00.000,,Wet,,,,,,,,,,,,,,,,,,,,,"200,000",100000,0.282,1.05,0.359,4.53,1.1,1.001,24.0,2.0,7.91,-73.989073,40.678034,Permanent,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,D,,,,,,,>,,,,,,,,,,,,,,,,,,,,
628,N6,1959-08-11T00:00:00.000,8:50 AM,,22.2,56.0,,25.9,,,,,,,,,,SW,,,,1.2,,,,,,,,,,,,,,-74.051333,40.664667,Permanent,21.7,26.25,1.8,240,1100,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,K2,2012-08-01T00:00:00.000,2:02 PM,Wet,24.88,37.0,3.0,22.61,3.58,4.79,65.94,62.74,14.05,10.6871,375.65,222.724,LW SLK,,3,SW,1,5.1,2.5,7.4,370,131,0.44,0.438,,0.795,1.69,0.207,8.0,2.5,4.08,-74.153,40.641167,Permanent,24.71,23.27,4.87,,,,,,,39.0,3.66,4.57,62.96,14.58,8.3492,7.39,,,,,10.0,,,,222.448,68.4,7.58,7.55,347.02,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
630,H5,1969-06-23T00:00:00.000,8:55 AM,,18.9,,,23.1,,,,,,,,,,N,,,,4.1,,,,,,,,,,,,,,-73.935832,40.787777,Permanent,18.9,23.1,4.0,79000,110000,,,2.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,N1,1931-07-23T00:00:00.000,1:50 PM,,28.3,46.0,,4.9,,,,,,,,,,SL,,,,8.12,,,,,,,,,,,,,,-73.916167,40.9145,Permanent,26.7,7,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,WC3,2015-06-01T00:00:00.000,11:36 AM,Wet,,12.8,,,,,,,,,,,0.5,S,,,1,,,7.17,"20,000",2000,0.189,0.406,0.09,0.928,1.13,0.202,11.0,8.7,3.17,-73.843187,40.815067,Permanent,,,,,,,,,,,,,,,,,,>,,,,,,,,,,,,,,,24.22,14.97,,,>,9.66,6.62,,,,,,,,,,,,,,,,,,
633,N5,1939-08-10T00:00:00.000,,,25.6,49.0,,20.3,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,-74.03,40.7045,Permanent,25,23.8,3.19,,,1.0,1.0,,,,,,,,,,,,,,,,1.78,0.71,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
634,x525_1909_DO,1909-09-08T00:00:00.000,3:00 PM,,21.0,,1.0,,,,,,,,,,,Flood,,,,4.05,,,,,,,,,,,,,,-74.120833,40.698889,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PB3,2011-08-03T00:00:00.000,1:17 PM,Dry,27.02,13.0,3.0,27.4,4.43,7.31,107.36,51.91,17.0,61.8619,126.97,223.898,1,SE,0,ELY,1,6.14,3.5,7.76,68,1,0.134,0.259,0.203,0.33,1.02,0.85,10.0,32.4,3.7,-73.899833,40.623417,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,,1938.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,N7,2006-07-26T00:00:00.000,11:37 AM,Dry,23.7,46.0,4.0,22.18,3.43,6.4,86.11,,14.05,,,26.271,1,NE,9,SW,1,7.7,6.0,7.68,5,1,0.223,0.261,0.068,1.54,1.134,0.12,9.5,15.1,3.51,-74.053833,40.643833,Permanent,22.13,25.28,6.97,,,,,,,45.0,3.74,5.91,78.56,16.81,,7.73,,,,,20.25,,,,39.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,E6,1973-07-31T00:00:00.000,8:30 AM,,21.1,,,25.1,,,,,,,,,,E,,,,1.6,,,,,,,,,,,,,,-73.860833,40.7855,Permanent,21.1,25.1,1.6,22000,11000,,,6.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,E6,1973-06-20T00:00:00.000,8:25 AM,,16.7,,,23.8,,,,,,,,,,SL,,,,3.4,,,,,,,,,,,,,,-73.860833,40.7855,Permanent,15.6,22.8,4.0,79000,49000,,,4.7,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,N1,1998-07-23T00:00:00.000,12:21 PM,,24.63,48.0,3.28,12.73,2.11,5.44,70.44,36.56,6.7,,11.85,,,S,8,S,1,5.86,2.5,7.57,20,,0.555,0.134,,0.947,2.48,0.25,22.0,16.2,,-73.916167,40.9145,Permanent,23.86,15.02,4.82,,,,,,,49.2,2.42,4.64,60.1,8.63,,7.52,27.0,,,,28.0,,,,,30.59,,,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,HC2,2013-06-17T00:00:00.000,12:10 PM,Dry,,8.5,,,,,,,,,,,,,,,,,,7.44,2,2,8.46,3.17,2.61,3.83,7.92,2.91,10.0,1.79,7.7,-73.876836,40.650775,Permanent,,,,,,,,,,,,,,,,,,E,,,,some brownish water on outfall area and also clorine residue was positive when samples were dropped into microlab,,,,,,,,,,,0.31,21.9,,,,7.01,7.2,,,,,,10.52,,,,,,,,,,,,
641,N3,1998-07-30T00:00:00.000,1:03 PM,,26.06,47.0,3.28,8.11,1.43,6.52,84.44,47.73,2.85,,11.4,,,N,9,W,1,7.25,4.0,7.92,73,,0.553,0.069,,0.573,3.07,0.133,10.0,10.4,,-73.954182,40.836396,Permanent,23.4,19.84,4.85,,,,,,,42.64,3.08,4.44,58.61,12.37,,7.44,17.0,,,,44.0,,,,,32.0,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
