development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_hcf,water_sewer_charges,other_charges
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),114-44 198TH STREET,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096649,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19369024,N,38.07,Basic Water and Sewer,Yes,2,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),113-44 SPRINGFIELD BOULEVARD,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093286,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V52232165,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 41,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,8096487,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,O76882752,N,547.71,Basic Water and Sewer,Exception,53,547.71,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),341 BERRIMAN STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8097225,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20372432,N,175.68,Basic Water and Sewer,Yes,17,175.68,0.0
CONLON LIHFE TOWER,QUEENS,CONLON LIHFE TOWER,BLD 01,AMR,BLD 01,232,347,Q023200,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8102024,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E09031333,N,19862.14,Basic Water and Sewer,Yes,1922,19862.14,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),134-17 120TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096833,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,V48018374,N,103.34,Basic Water and Sewer,Yes,10,103.34,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),106-10 215TH STREET,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095266,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20465059,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8093143,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,E15220843,Y,3213.91,Basic Water and Sewer,Yes,311,3213.91,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),137-22 WESTGATE STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095325,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20442865,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 39,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,8097219,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,O76882750,N,403.03,Basic Water and Sewer,Yes,39,403.03,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),111-46 156TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096282,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19489541,N,38.07,Basic Water and Sewer,Exception,1,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),142-06 FOCH BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095121,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E17786098,N,38.07,Basic Water and Sewer,Yes,0,0.0,38.07
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 26,AMR,BLD 26,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8097156,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E13010005,N,6882.51,Basic Water and Sewer,Exception,666,6882.51,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),109-20 212TH STREET,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8105733,2019-08,2019-07-29T00:00:00.000,2019-08-28T00:00:00.000,30,V52311736,N,38.07,Basic Water and Sewer,Exception,2,38.07,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),111-37 144TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093182,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,E20710783,Y,39.34,Basic Water and Sewer,Yes,5,39.34,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),190-18 119TH AVENUE,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095197,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20275744,N,165.35,Basic Water and Sewer,Exception,16,165.35,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),188-56 120TH ROAD,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096552,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19405254,N,62.0,Basic Water and Sewer,Yes,6,62.0,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),110-16 207TH STREET,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095811,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19432595,N,196.35,Basic Water and Sewer,Exception,19,196.35,0.0
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 04,AMR,BLD 04,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,8093069,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,A06002042,N,6448.48,Basic Water and Sewer,Yes,624,6448.48,0.0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 04,AMR,BLD 04,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8095163,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,O78779274,N,3978.63,Basic Water and Sewer,Yes,385,3978.63,0.0
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,8145145,2019-08,2019-07-24T00:00:00.000,2019-09-11T00:00:00.000,49,N31677722,Y,62.19,Basic Water and Sewer,Yes,2,62.19,0.0
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 05,AMR,BLD 05,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,8093069,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,K16795588,N,3699.61,Basic Water and Sewer,Yes,358,3699.61,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 42,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,8096357,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E12324074,N,454.7,Basic Water and Sewer,Exception,44,454.7,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),113-30 200th Street,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8095252,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19354370,N,165.35,Basic Water and Sewer,Yes,16,165.35,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),205-20 112TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093288,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E19430849,N,38.07,Basic Water and Sewer,Exception,0,0.0,38.07
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),153 BEACH 59TH STREET,NONE,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8093038,2019-08,2019-07-24T00:00:00.000,2019-08-24T00:00:00.000,31,D88865432,Y,258.35,Basic Water and Sewer,Yes,25,258.35,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 17,AMR,BLD 17,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8093166,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,G13008478,N,0.0,Basic Water and Sewer,Yes,50,0.0,0.0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 03,AMR,BLD 03,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8097201,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,O78363667,N,4298.99,Basic Water and Sewer,Yes,416,4298.99,0.0
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 04,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,8097008,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E15896623,N,2035.82,Basic Water and Sewer,Yes,197,2035.82,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),112-22 198TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8096929,2019-08,2019-07-23T00:00:00.000,2019-08-22T00:00:00.000,30,E20226519,N,103.34,Basic Water and Sewer,Exception,10,103.34,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 08,AMR,BLD 08,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8006732,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20290495,N,369.46,Basic Water and Sewer,Yes,36,369.46,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),110-15 169TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999790,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19508239,N,51.2,Basic Water and Sewer,Yes,5,51.2,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 11,AMR,BLD 11,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8004896,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20290494,N,297.59,Basic Water and Sewer,Yes,29,297.59,0.0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,AMR,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,7999946,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,E15220843,N,3359.9,Basic Water and Sewer,Yes,327,3359.9,0.0
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 04,NONE,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,8003347,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O78224452,N,573.81,Basic Water and Sewer,Yes,56,573.81,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8003997,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G13029990,N,1743.51,Basic Water and Sewer,Yes,170,1743.51,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),117-37 192ND STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999424,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21226916,N,43.69,Basic Water and Sewer,Yes,4,43.69,0.0
INTERNATIONAL TOWER,QUEENS,INTERNATIONAL TOWER,BLD 01,AMR,BLD 01,316,296,Q031600,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,8011081,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E13090623,N,10470.38,Basic Water and Sewer,Yes,1020,10470.38,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),359 BERRIMAN STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999257,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20167360,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),133-24 135TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003587,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,V48019845,Y,41.15,Basic Water and Sewer,Yes,4,41.15,0.0
CROWN HEIGHTS,BROOKLYN,CROWN HEIGHTS,BLD 04,AMR,,312,331,K031200,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,7999301,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O78610291,N,1138.0,Basic Water and Sewer,Yes,111,1138.0,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),108-15 164TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999823,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,E23129096,Y,51.49,Basic Water and Sewer,Yes,5,51.49,0.0
INGERSOLL,BROOKLYN,INGERSOLL,BLD 35,NONE,,14,510,K001400,,NY005000140P,NEW YORK CITY WATER BOARD,8004051,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,D60034850,Y,40.61,Basic Water and Sewer,Yes,1,40.61,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),197-22 122ND AVENUE,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999499,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21225072,N,493.47,Basic Water and Sewer,Yes,48,493.47,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-69 145TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003258,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48011424,N,43.69,Basic Water and Sewer,Yes,4,43.69,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),198-16 116TH AVENUE,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003275,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19337618,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),106-10 215TH STREET,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999194,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20465059,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 27,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8030229,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V31847574,N,2011.5,Basic Water and Sewer,Yes,196,2011.5,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 48,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7997220,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V31952918,N,472.34,Basic Water and Sewer,Yes,46,472.34,0.0
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,AMR,,335,751,B033500,FEDERAL,NY005013080P,NEW YORK CITY WATER BOARD,7997170,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E97172487,N,1191.76,Basic Water and Sewer,Yes,53,1191.76,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP II),110-26 216TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003612,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20332250,N,154.08,Basic Water and Sewer,Yes,15,154.08,0.0
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 06,AMR,BLD 06,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8003834,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E15220559,N,4157.34,Basic Water and Sewer,Yes,405,4157.34,0.0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,7999956,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E13126719,N,6919.27,Basic Water and Sewer,Yes,674,6919.27,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),75 WAVERLY AVENUE,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7997217,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19560321,N,82.2,Basic Water and Sewer,Yes,8,82.2,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),114-39 203RD STREET,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003574,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E18457079,N,102.64,Basic Water and Sewer,Yes,10,102.64,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),104-28 209TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003655,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20277590,Y,246.62,Basic Water and Sewer,Yes,24,246.62,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),144-29 105TH AVENUE,NONE,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999838,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,N29555295,Y,40.61,Basic Water and Sewer,Yes,1,40.61,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 16,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7997215,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,A08000393,N,2955.94,Basic Water and Sewer,Yes,288,2955.94,0.0
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 07,AMR,BLD 07,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,7998874,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E15220551,N,5613.36,Basic Water and Sewer,Yes,547,5613.36,0.0
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 51,AMR,,303,566,K030300,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,7991754,2019-07,2019-06-20T00:00:00.000,2019-07-18T00:00:00.000,28,E13304661,N,82.2,Basic Water and Sewer,Yes,8,82.2,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),126-01 116TH AVENUE,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999330,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,N32445032,Y,40.61,Basic Water and Sewer,Yes,1,40.61,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),171-28 111TH AVENUE,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003502,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K15842657,N,54.03,Basic Water and Sewer,Yes,5,54.03,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),118-22 197TH STREET,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999849,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48008382,N,205.05,Basic Water and Sewer,Yes,20,205.05,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 14,AMR,STORE 01,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,8007332,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G13039199,N,1805.05,Basic Water and Sewer,Yes,176,1805.05,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 16,AMR,BLD 16,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,7997166,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20312472,N,687.72,Basic Water and Sewer,Yes,67,687.72,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),188-23 LEWISTON AVENUE,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8007047,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,B18138683,N,164.41,Basic Water and Sewer,Yes,16,164.41,0.0
FHA REPOSSESSED HOUSES (GROUP VIII),FHA,FHA REPOSSESSED HOUSES (GROUP VIII),139-10 109TH ROAD,AMR,,275,520,Q027500,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999844,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48024362,N,51.2,Basic Water and Sewer,Yes,5,51.2,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 07,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7997176,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V31625180,N,4196.81,Basic Water and Sewer,Yes,409,4196.81,0.0
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,7997185,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O78610228,N,842.03,Basic Water and Sewer,Yes,82,842.03,0.0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 02,AMR,BLD 02,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8005028,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O78363626,N,3801.24,Basic Water and Sewer,Yes,370,3801.24,0.0
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 05,AMR,BLD 05,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,7999980,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O78777952,N,3511.65,Basic Water and Sewer,Yes,342,3511.65,0.0
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 10,AMR,,367,806,B036700,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,7999150,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O78997343,N,3521.05,Basic Water and Sewer,Yes,343,3521.05,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),142-06 FOCH BOULEVARD,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003749,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E17786098,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),209-26 NASHVILLE BOULEVARD,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7997214,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20257407,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),119-44 INWOOD STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003456,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48014759,N,49.39,Basic Water and Sewer,Yes,4,49.39,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),69-33 BAYFIELD AVENUE,NONE,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999376,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,V52092476,N,40.61,Basic Water and Sewer,Yes,1,40.61,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),71 WAVERLY AVENUE,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7998892,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19560493,N,174.98,Basic Water and Sewer,Yes,17,174.98,0.0
