,requestid,applicationid,requesttype,house,street,borough,bin,block,lot,ownername,expirationdate,make,model,burnermake,burnermodel,primaryfuel,secondaryfuel,quantity,issuedate,status,premisename
546,133531,CA003684,CERTIFICATE TO OPERATE,601,WEST  164 STREET,MANHATTAN,63372.0,2137.0,145.0,"ROYAL CHARTER PROPS,INC/CUSHMAN &AMP; WAKEFIELD",2015-07-15T00:00:00.000,FEDERAL FST-100,FEDERAL FST-100,IRON FIREMAN AG06-4.2RK,IRON FIREMAN AG06-4.2RK,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
547,172181,CA003686,REGISTRATION,302,ELIZABETH STREET,MANHATTAN,8197.0,521.0,70.0,"NOHO 302, INC",2019-01-07T00:00:00.000,WEIL MCLAIN MODEL#EGH115S,WEIL MCLAIN MODEL#EGH115S,WEIL MCLAIN MODEL#EGH115S,WEIL MCLAIN MODEL#EGH115S,NATURALGAS,NONE,1,2016-04-28T10:19:41.000,EXPIRED        ,
548,256241,CA003692,REGISTRATION,102-26,86TH AVENUE,QUEENS,4191613.0,9186.0,7.0,BROOKLYN MANOR,2022-04-07T00:00:00.000,WEIL MCLAIN,LGB-7,WEIL MCLAIN,LGB-7,NATURALGAS,NONE,1,2019-01-17T14:45:11.000,CURRENT        ,BROOKLYN MANOR
549,110909,CA003694,CERTIFICATE TO OPERATE,560,WEST  218 STREET,MANHATTAN,65038.0,2243.0,378.0,"SALER RLTY. CO.,LLC/SAMSON MGT,LLC",2015-04-28T00:00:00.000,FEDERAL  FST-70,FEDERAL  FST-70,IND. COMB.  MEG-34 (P),IND. COMB.  MEG-34 (P),NO6FUEL,NATURALGAS,1,1994-01-05T00:00:00.000,CANCELLED      ,
550,61104,CA003695,REGISTRATION,221-79,MANOR ROAD,QUEENS,541208.0,7914.0,2.0,UNITED VETERANS MUT. HOUS,1998-01-12T00:00:00.000,AERCOGFB1        KC1000 GFB,AERCOGFB1        KC1000 GFB,INTEGRAL,INTEGRAL,NATURALGAS,NONE,7,1995-01-05T00:00:00.000,EXPIRED        ,
551,60054,CA003696,REGISTRATION,37,ST JAMES' PLACE,MANHATTAN,1393.0,116.0,49.0,ST. JAMES SCHOOL,1999-01-22T00:00:00.000,"H.B SMITH-EXG, 34-11","H.B SMITH-EXG, 34-11",CARLIN 701 CRD,CARLIN 701 CRD,NO2FUEL,NONE,1,1996-01-10T00:00:00.000,EXPIRED        ,
552,267580,CA003699,REGISTRATION,40,EAST 75 STREET,MANHATTAN,1041662.0,1389.0,44.0,M.R.E. HOLDING CORP,2020-01-14T00:00:00.000,WEIL MCLAIN,EGH-105,WEIL MCLAIN,EGH-105,NATURALGAS,NONE,1,2019-05-04T08:50:18.000,EXPIRED        ,
553,133528,CA003770,CERTIFICATE TO OPERATE,43-39,158 STREET,QUEENS,122241.0,5416.0,14.0,GOLD SEAL REALTY INC,1984-07-13T00:00:00.000,PACIFIC 219,PACIFIC 219,PETRO WDA4H,PETRO WDA4H,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
554,120211,CA003772,CERTIFICATE TO OPERATE,2190,BOSTON ROAD,BRONX,49372.0,4317.0,25.0,MORDLAND ASSOC,1988-11-01T00:00:00.000,NATIONAL #0B674,NATIONAL #0B674,IRON FIREMAN A06-9.856,IRON FIREMAN A06-9.856,NO6FUEL,NO6FUEL,1,1987-04-13T00:00:00.000,CANCELLED      ,
555,204421,CA003773,CERTIFICATE TO OPERATE,320,WEST   87 STREET,MANHATTAN,33945.0,1248.0,41.0,320 WEST 87 STREET INC.,2002-09-27T00:00:00.000,FEDERAL FST 90,FEDERAL FST 90,IRON FIREMAN PAO4-4.5-30,IRON FIREMAN PAO4-4.5-30,NO4FUEL,NONE,1,2017-03-23T11:41:32.000,CANCELLED      ,
556,275906,CA003779,CERTIFICATE TO OPERATE,301,WEST   45 STREET,MANHATTAN,1025011.0,1036.0,29.0,301 W. 45 REALTY LLC,2022-06-25T00:00:00.000,ROCKMILLS,MP-175,IRON FIREMAN,AO6-9.8 RK,NO4FUEL,NONE,1,2019-12-24T15:12:45.000,CURRENT        ,MELOHN PROPERTIES
557,113642,CA003782,WORK PERMIT,49,FLATBUSH AVENUE,BROOKLYN,59161.0,2106.0,9.0,JAMES LONERGAN (BD.OF ED),1986-11-30T00:00:00.000,HB SMITH,HB SMITH,ANTHRACITE COAL,ANTHRACITE COAL,NONE,NONE,3,1982-11-30T00:00:00.000,CANCELLED      ,
558,133524,CA003784,CERTIFICATE TO OPERATE,600,WEST  165 STREET,MANHATTAN,63378.0,2137.0,190.0,"ROYAL CHARTER PROPERTIES,INC.",2016-07-02T00:00:00.000,FEDERAL FST 100,FEDERAL FST 100,IRON FIREMAN AG06-4.2RK,IRON FIREMAN AG06-4.2RK,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
559,217769,CA003788,REGISTRATION,351,WEST 21 STREET,MANHATTAN,1013286.0,745.0,9.0,WEST 21ST STREET REALTY LLC,2020-11-11T00:00:00.000,NATIONAL,DIM 4X3X2,NATIONAL ,DIM 4X3X2,NO2FUEL,NONE,1,2017-09-29T16:28:13.000,CURRENT        ,"WEST 21ST STREET REALTY, LLC"
560,54564,CA003789,REGISTRATION,244,MALCOLM X BOULEVARD,BROOKLYN,46162.0,1661.0,42.0,NYC DEPT OF HPD,1995-01-23T00:00:00.000,H.B. SMITH 18-S-6,H.B. SMITH 18-S-6,CARLIN 102,CARLIN 102,NO2FUEL,NONE,1,1989-01-09T00:00:00.000,EXPIRED        ,
561,19213,CA003792,REGISTRATION,297,DEAN STREET,BROOKLYN,1188.0,191.0,41.0,COLONY SOUTH BROOKLYN HOUSES INC,2019-01-08T00:00:00.000,WEIL MCLAIN LGB-7,WEIL MCLAIN LGB-7,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,2015-10-29T13:55:42.000,EXPIRED        ,COLONY SOUTH BROOKLYN HOUSES INC
562,250941,CA003793,REGISTRATION,1760,1 AVENUE,MANHATTAN,50748.0,1571.0,3.0,CVEK 1760 1ST AVENUE LLC,2022-01-11T00:00:00.000,H. B. SMITH G300-S10,H. B. SMITH G300-S10,H. B. SMITH G300-S10,H. B. SMITH G300-S10,NATURALGAS,NONE,1,2018-12-05T15:49:24.000,CURRENT        ,CVEK 1760 1ST AVENUE LLC
563,61105,CA003795,REGISTRATION,44-18,KETCHAM STREET,QUEENS,39014.0,1560.0,13.0,MARY C. ELSIS,2000-01-11T00:00:00.000,WEIL MCLAIN       EGH85P1,WEIL MCLAIN       EGH85P1,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1995-01-05T00:00:00.000,EXPIRED        ,
564,60060,CA003796,REGISTRATION,130,WEST 227 STREET,MANHATTAN,64605.0,2215.0,378.0,NYC D.E.P.,2008-01-22T00:00:00.000,"PEERLESS, JOTTW300","PEERLESS, JOTTW300","RIELLO, F10","RIELLO, F10",NO2FUEL,NONE,1,1996-01-10T00:00:00.000,EXPIRED        ,
565,57667,CA003797,REGISTRATION,101,LAFAYETTE STREET,MANHATTAN,1002356.0,197.0,7.0,KITTZING LEEKMAN RLTY,2003-01-16T00:00:00.000,"FULTON, FB-015-A","FULTON, FB-015-A","FULTON, INTEGRAL","FULTON, INTEGRAL",NATURALGAS,NONE,1,1997-01-06T00:00:00.000,EXPIRED        ,SILVER PEARL FASHIONS INC.
566,62546,CA003798,REGISTRATION,5,EAST 124 STREET,MANHATTAN,53999.0,1749.0,6.0,"ABBOTT, LORETTA",2004-01-26T00:00:00.000,"PEERLESS, ECT-06","PEERLESS, ECT-06","RIELLO, 40-F10","RIELLO, 40-F10",NO2FUEL,NONE,1,1998-01-08T00:00:00.000,EXPIRED        ,
567,133522,CA003810,CERTIFICATE TO OPERATE,1600,,BROOKLYN,,1.0,5077.0,FUNDED ESTATES,1987-10-25T00:00:00.000,TITUSVILLE,TITUSVILLE,POWERFLAME,POWERFLAME,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,FUNDED ESTATES
568,51050,CA003865,REGISTRATION,54,7 AVENUE,BROOKLYN,19493.0,948.0,46.0,JAY BRUNDAGE,2001-09-22T00:00:00.000,WEIL MCLAIN(EXTG) EGH-85,WEIL MCLAIN(EXTG) EGH-85,WEIL MCLAIN-INTEGRAL,WEIL MCLAIN-INTEGRAL,NATURALGAS,NONE,1,1986-12-10T00:00:00.000,EXPIRED        ,
569,133521,CA003867,CERTIFICATE TO OPERATE,324,EAST   93 STREET,MANHATTAN,50264.0,1555.0,38.0,KERDIN REALTY CO..,1987-07-18T00:00:00.000,ROCKMILLS R26,ROCKMILLS R26,HEV-E-OIL AMDH 3,HEV-E-OIL AMDH 3,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
570,133520,CA003874,CERTIFICATE TO OPERATE,211-53,18 AVENUE,QUEENS,455260.0,5863.0,110.0,BAY TERR/B.L.MANAGEMENT,1996-06-07T00:00:00.000,FITZGIBBONS DM 151,FITZGIBBONS DM 151,IRON FIREMAN A0-6-6.3,IRON FIREMAN A0-6-6.3,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
571,54157,CA003875,REGISTRATION,69,CHRYSTIE STREET,MANHATTAN,3912.0,303.0,20.0,KING WAH CORPORATION,1997-10-17T00:00:00.000,WEIL MCLAIN #784,WEIL MCLAIN #784,POWERFLAME # CR-1G-012,POWERFLAME # CR-1G-012,NO2FUEL,NONE,1,1985-10-17T00:00:00.000,EXPIRED        ,
572,117560,CA003877,CERTIFICATE TO OPERATE,220,WEST  133 STREET,MANHATTAN,58795.0,1938.0,50.0,ST. PHILLIPS CHURCH,2002-12-09T00:00:00.000,RAYLOPACT 216,RAYLOPACT 216,RAY AEOR 144 SIZE 250,RAY AEOR 144 SIZE 250,NO6FUEL,NO6FUEL,2,1987-12-17T00:00:00.000,CANCELLED      ,
573,123642,CA003881,CERTIFICATE TO OPERATE,1122,EAST  180 STREET,BRONX,42451.0,4006.0,3.0,EASTERN ROLLING MILLS INC,1988-10-16T00:00:00.000,,,RAY PGP SIZE 3,RAY PGP SIZE 3,NATURALGAS,NO6FUEL,3,1900-01-01T00:00:00.000,CANCELLED      ,
574,206011,CA003883,WORK PERMIT,108-55,69 AVENUE,QUEENS,,2218.0,21.0,NYC BOARD OF EDUCATION,,KEWANEE  #3R12,KEWANEE  #3R12,H.C.OSWALD  #TDS-1,H.C.OSWALD  #TDS-1,NONE,NONE,2,1983-10-01T00:00:00.000,CANCELLED      ,
575,123166,CA003884,CERTIFICATE TO OPERATE,720,WEST  170 STREET,MANHATTAN,63406.0,2139.0,145.0,PRESBYTERIAN SYSTEMS CORP.,2010-07-01T00:00:00.000,FEDERAL FST-90,FEDERAL FST-90,IRON FIREMAN AG06-4.2 RK,IRON FIREMAN AG06-4.2 RK,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
576,51576,CA003886,REGISTRATION,155,CANAL STREET,MANHATTAN,2614.0,203.0,31.0,CANAL HOLDINGS LLC,2013-01-07T00:00:00.000,H.B. SMITH # 250-S-11,H.B. SMITH # 250-S-11,IND. COMB. # AMDH3,IND. COMB. # AMDH3,NO2FUEL,NONE,1,1986-01-03T00:00:00.000,EXPIRED        ,
577,54565,CA003889,REGISTRATION,59,JAVA STREET,BROOKLYN,64400.0,2539.0,29.0,NYC DEPT OF HPD,1995-01-23T00:00:00.000,H.B. SMITH 18-S-5,H.B. SMITH 18-S-5,CARLIN 102 CRD,CARLIN 102 CRD,NO2FUEL,NONE,1,1989-01-09T00:00:00.000,EXPIRED        ,
578,28740,CA003890,REGISTRATION,161,WEST   72 STREET,MANHATTAN,29919.0,1144.0,8.0,"VELTRI FAMILY PARTNERSHIP, LP",2016-11-16T00:00:00.000,H.B.SMITH G-300-10,H.B.SMITH G-300-10,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,2013-07-01T09:13:19.000,EXPIRED        ,
579,220271,CA003894,REGISTRATION,145,EAST 81 STREET,MANHATTAN,1047561.0,1510.0,20.0,81 ST REALTY LLC,2021-01-11T00:00:00.000,H.B.SMITH,G-28-S-8,POWERFLAME,C2-G-20A,NATURALGAS,NONE,2,2017-10-31T09:44:02.000,CURRENT        ,81ST STREET RLTY CO
580,287639,CA003896,REGISTRATION,300,EAST 91 STREET,MANHATTAN,1050200.0,1553.0,49.0,RAFTOPOULOS ORGANIZATION,2023-01-22T00:00:00.000,BEST,5A30,CARLIN,701 CRD,NO2FUEL,NONE,1,2019-12-12T15:03:06.000,CURRENT        , RAFTOPOULOS ORGANIZATION
581,62547,CA003898,REGISTRATION,102-09,NORTHERN BOULEVARD,QUEENS,42014.0,1697.0,39.0,QUEENS BOROUGH LIBRARY,2007-01-26T00:00:00.000,"WEIL MCLAIN, BL-578-S","WEIL MCLAIN, BL-578-S","CARLIN, 301 CRD","CARLIN, 301 CRD",NO2FUEL,NONE,1,1998-01-08T00:00:00.000,EXPIRED        ,
582,63270,CA003899,REGISTRATION,147,WEST  123 STREET,MANHATTAN,1057779.0,1908.0,9.0,GREATER METRO. BAPTIST,2002-01-14T00:00:00.000,"HB SMITH, 19-S-7","HB SMITH, 19-S-7","CARLIN, 702 CRD","CARLIN, 702 CRD",NO2FUEL,NONE,1,1999-01-05T00:00:00.000,EXPIRED        ,GREATER METRO. BAPTIST CHURCH
583,124628,CA003968,CERTIFICATE TO OPERATE,58,LINDEN BOULEVARD,BROOKLYN,116712.0,5086.0,37.0,ROZI REALTY CO.,1988-09-16T00:00:00.000,ROCKMILLS MP-80,ROCKMILLS MP-80,I.C.I. AM6E,I.C.I. AM6E,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
584,133518,CA003974,CERTIFICATE TO OPERATE,16-87,212 STREET,QUEENS,440853.0,5865.0,40.0,BAY TERRACE CO-OP SEC 4,1987-09-13T00:00:00.000,FITZGIBBONS DM-103,FITZGIBBONS DM-103,IRON FIREMAN A0-6-4.5,IRON FIREMAN A0-6-4.5,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
585,133517,CA003975,CERTIFICATE TO OPERATE,455,HUDSON STREET,MANHATTAN,10413.0,603.0,65.0,"JOHN J REPETTI C/O MAXWELL - KATAR,INC.",2006-01-11T00:00:00.000,FEDERAL FM 547,FEDERAL FM 547,ICI AM 3 1/2 DH,ICI AM 3 1/2 DH,NO4FUEL,NONE,1,1899-12-30T00:00:00.000,CANCELLED      ,
586,126517,CA003977,CERTIFICATE TO OPERATE,9,EAST 79 STREET,MANHATTAN,46428.0,1491.0,7.0,979 CORP/WM.B.MAY CO.,1998-05-18T00:00:00.000,SPENCER 4FL-345-45LB.,SPENCER 4FL-345-45LB.,HEV-E-OIL AM-4-3/4CM,HEV-E-OIL AM-4-3/4CM,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
587,116661,CA003981,CERTIFICATE TO OPERATE,398,OLIVER PLACE,BRONX,16409.0,3279.0,16.0,SAMUEL LOTTNER,1990-10-18T00:00:00.000,TITUSVILLE,TITUSVILLE,INDUSTRIAL COMBUSTION MEG-42-S,INDUSTRIAL COMBUSTION MEG-42-S,NO6FUEL,NATURALGAS,3,1900-01-01T00:00:00.000,CANCELLED      ,
588,116353,CA003983,CERTIFICATE TO OPERATE,1601,MACOMBS ROAD,BRONX,8721.0,2872.0,365.0,FEATHERBED LANE ASSOCIATES,2010-12-26T00:00:00.000,SPENCER 4F-563-50,SPENCER 4F-563-50,ICI MMG-54P,ICI MMG-54P,NO4FUEL,NATURALGAS,1,1900-01-01T00:00:00.000,CANCELLED      ,
589,125019,CA003984,CERTIFICATE TO OPERATE,111-45,76 DRIVE,QUEENS,79917.0,3341.0,37.0,"RIEGER,J.%FAIRVIEW CORP.",1993-10-23T00:00:00.000,H.B. SMITH 28-S 13,H.B. SMITH 28-S 13,CARLIN 1150 FFD,CARLIN 1150 FFD,NO2FUEL,NONE,1,1987-10-08T00:00:00.000,CANCELLED      ,
590,19549,CA003986,REGISTRATION,1755,MADISON AVENUE,MANHATTAN,51638.0,1621.0,22.0,NYC DEPT OF HPD,2015-01-07T00:00:00.000,PEERLESS JOT-10-FD,PEERLESS JOT-10-FD,CARLIN 301CRD,CARLIN 301CRD,NO2FUEL,NONE,1,2013-02-21T15:22:31.000,EXPIRED        ,N.Y.C.DEPARTMENT OF H.P.D.
591,51010,CA003987,REGISTRATION,1016,PRESIDENT STREET,BROOKLYN,3033449.0,1280.0,16.0,NYC-HPD,1990-01-13T00:00:00.000,FEDERAL ,FST-70,CARLIN / 1050 CRD,CARLIN / 1050 CRD,NO2FUEL,NONE,1,1986-12-15T00:00:00.000,EXPIRED        ,NYC-HPD
592,118952,CA003988,WORK PERMIT,43-55,KISSENA BOULEVARD,QUEENS,117147.0,5186.0,7501.0,PAYSON ASSOC/HARBEN MGMT.,1988-08-01T00:00:00.000,FEDERAL  FST 150,FEDERAL  FST 150,I.C. DEG 63 P,I.C. DEG 63 P,NO6FUEL,NONE,1,1987-12-31T00:00:00.000,CANCELLED      ,
593,292827,CA003990,REGISTRATION,159,WEST 75TH STREET,MANHATTAN,1030113.0,1147.0,6.0,"159 WEST 75 STREET, LLC",2023-03-06T00:00:00.000,H.B. SMITH,G300-S/W-8,H.B. SMITH,G300-S/W-8,NATURALGAS,NONE,1,2020-02-03T14:52:04.000,CURRENT        ,"159 WEST 75 STREET, LLC"
594,56803,CA003991,REGISTRATION,128,MOTT STREET,MANHATTAN,87662.0,238.0,7501.0,128 MOTT STREET FASHIONS,1997-02-25T00:00:00.000,FULTON F.B.010A,FULTON F.B.010A,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1991-01-01T00:00:00.000,EXPIRED        ,
595,263661,CA003992,REGISTRATION,426,STERLING PLACE,BROOKLYN,3029394.0,1173.0,38.0,426-430 STERLING HOUSE CORP.,2022-04-13T00:00:00.000,WEIL MCLAIN,LGB-7,WEIL MCLAIN,LGB-7,NATURALGAS,NONE,1,2019-04-18T16:02:04.000,CURRENT        ,
596,60057,CA003994,REGISTRATION,21-06,45 AVENUE,QUEENS,622.0,77.0,55.0,MEL-KATZ LLC - ATT:N. MELISSINOS,2009-07-01T00:00:00.000,IRON FIREMAN 35-4-240,IRON FIREMAN 35-4-240,IRON FIREMAN C240-0-E,IRON FIREMAN C240-0-E,NO2FUEL,NONE,1,1994-01-06T00:00:00.000,EXPIRED        ,
597,61106,CA003995,REGISTRATION,285,WEST  150 STREET,MANHATTAN,79785.0,2036.0,13.0,JOY FAIRTILE @ HPD,1998-01-11T00:00:00.000,H.B. SMITH        LO-19-S-8,H.B. SMITH        LO-19-S-8,CARLIN       702 CRD,CARLIN       702 CRD,NO2FUEL,NONE,1,1995-01-05T00:00:00.000,EXPIRED        ,
598,176377,CA003997,BOILER REGISTRATION II,179-29,150 ROAD,QUEENS,286181.0,13413.0,31.0,BOUNSTEIN CATERERS INC.,1998-06-17T00:00:00.000,FEDERAL FST 80,FEDERAL FST 80,POWERFLAME C3-GO-20,POWERFLAME C3-GO-20,NO2FUEL,NONE,2,1997-01-02T00:01:00.000,EXPIRED        ,
599,116863,CA004058,CERTIFICATE TO OPERATE,1422,3 AVENUE,MANHATTAN,47525.0,1509.0,38.0,OWNER OR SUPERINTENDENT,1994-03-23T00:00:00.000,H.B. SMITH 250-S-9,H.B. SMITH 250-S-9,HEVEOIL AM 3-DH,HEVEOIL AM 3-DH,NO4FUEL,NONE,1,1988-04-04T00:00:00.000,CANCELLED      ,
600,116224,CA004060,CERTIFICATE TO OPERATE,2701,NEWKIRK AVENUE,BROOKLYN,120444.0,5214.0,24.0,J R D MANAGEMENT CORP,1985-01-29T00:00:00.000,FITZGIBBONS DM 103,FITZGIBBONS DM 103,PETRO WD5AH,PETRO WD5AH,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
601,224670,CA004064,REGISTRATION,20,W 71 STREET,MANHATTAN,1028593.0,1123.0,143.0,TWENTY SEVEN ONE REALTY CORP,2021-05-07T00:00:00.000,WEIL MCLAIN,EGH-115-PI,WEIL MCLAIN,EGH-115-PI,NATURALGAS,NONE,1,2018-01-12T13:29:40.000,CURRENT        ,TWENTY SEVENTY ONE REALTY CORP
602,124293,CA004072,CERTIFICATE TO OPERATE,1,BOGARDUS PLACE,MANHATTAN,64131.0,2171.0,66.0,BOGARDUS ASSOCIATES.,1997-07-12T00:00:00.000,FEDERAL EXISTING FLW 2429,FEDERAL EXISTING FLW 2429,ACE 65 DPGH,ACE 65 DPGH,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
603,121756,CA004074,CERTIFICATE TO OPERATE,209-79,18 AVENUE,QUEENS,455279.0,5863.0,110.0,BAY TERR.COOP/B.L. MGMT.,1996-01-21T00:00:00.000,FITZGIBBONS DM-121,FITZGIBBONS DM-121,IRON FIREMAN A0-6-4.5,IRON FIREMAN A0-6-4.5,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
604,117034,CA004075,CERTIFICATE TO OPERATE,125,MERCER STREET,MANHATTAN,7605.0,499.0,7.0,110 SOHO CORP,2007-12-19T00:00:00.000,FEDERAL #FLW -3036,FEDERAL #FLW -3036,HEV-E-OIL #DE-84S,HEV-E-OIL #DE-84S,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
605,133515,CA004077,CERTIFICATE TO OPERATE,1261,SCHENECTADY AVENUE,BROOKLYN,106048.0,4778.0,1.0,TANN REALTY CO,1988-06-11T00:00:00.000,FEDERAL FLW 1518,FEDERAL FLW 1518,HEVE OIL AMGE,HEVE OIL AMGE,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
606,259185,CA004080,REGISTRATION,35-19,72ND STREET,QUEENS,4029553.0,1272.0,68.0,KITLEN REALTY LLC,2022-04-07T00:00:00.000,WEIL MCLAIN,576,WAYNE,EH (RATING J8),NO2FUEL,NONE,1,2019-03-04T17:52:29.000,CURRENT        ,KITLEN REALTY LLC
607,124938,CA004081,CERTIFICATE TO OPERATE,29-19,21 AVENUE,QUEENS,17846.0,848.0,69.0,"DOROTHEA 21ST. .CO.,LLC/CHRIS PAPPAS",2013-01-11T00:00:00.000,H.B.SMITH LO 28 S12,H.B.SMITH LO 28 S12,POWERFLAME C3-GO-25,POWERFLAME C3-GO-25,NO2FUEL,NATURALGAS,1,1900-01-01T00:00:00.000,CANCELLED      ,
608,122550,CA004083,CERTIFICATE TO OPERATE,1551,SHAKESPEARE AVENUE,BRONX,8741.0,2873.0,103.0,FEATHERBED LANE ASSOC.,2013-07-18T00:00:00.000,SPENCER 4F 563-50,SPENCER 4F 563-50,I.C.I.MMG 54 P,I.C.I.MMG 54 P,NO4FUEL,NATURALGAS,2,1900-01-01T00:00:00.000,CANCELLED      ,
609,209872,CA004084,REGISTRATION INSPECTION,3447,DEKALB AVENUE,BRONX,17779.0,3327.0,126.0,MOSHOLU PRES. CORP.C/O LANGSAM PROP. SERVICES.,2020-08-22T00:00:00.000,ROCKMILLS -,MP-80,IND COMB-,DEG-42-Y(P),NO4FUEL,NONE,1,2017-06-09T14:51:48.000,CURRENT        ,
610,286756,CA004093,REGISTRATION,511,WEST 164TH STREET,MANHATTAN,1081858.0,2121.0,20.0,ST ROSE OF LIMA CHURCH,2023-01-11T00:00:00.000,WEIL MCLAIN,876,WAYNE,EH,NO2FUEL,NONE,1,2019-12-09T14:20:51.000,CURRENT        ,ST ROSE OF LIMA CHURCH
611,61107,CA004095,REGISTRATION,46,WEST  120 STREET,MANHATTAN,53275.0,1718.0,55.0,JOY FAIRTILE % HPD,1998-01-11T00:00:00.000,PEERLESS        JOT 7 FDA,PEERLESS        JOT 7 FDA,BECKETT          CF800,BECKETT          CF800,NO2FUEL,NONE,1,1995-01-05T00:00:00.000,EXPIRED        ,
612,285133,CA004096,REGISTRATION,97,SOUTH 8 STREET,BROOKLYN,3059523.0,2131.0,35.0,"97 SOUTH 8TH STREET, HDFC",2023-01-22T00:00:00.000,ROCKMILLS,MP60,CARLIN ,801 CRD,NO2FUEL,NONE,1,2019-12-06T17:46:45.000,CURRENT        ,97 SOUTH 8TH STREET HDFC
613,205604,CA004097,WORK PERMIT,1160,COMMERCE AVENUE,BRONX,,3838.0,159.0,INDUSTRIAL ACOUSTICS CO.,,HYDROTHERM MO 3465,HYDROTHERM MO 3465,BECKETT AF65XS    ( 9 ),BECKETT AF65XS    ( 9 ),NO2FUEL,NONE,1,1997-01-02T00:00:00.000,CANCELLED      ,
614,63271,CA004099,REGISTRATION,50,EAST  119 STREET,MANHATTAN,1053959.0,1745.0,50.0,50 EAST 119TH STREET LLC,2002-01-14T00:00:00.000,"HB SMITH, 19-8","HB SMITH, 19-8","CARLIN, 702 CRD","CARLIN, 702 CRD",NO2FUEL,NONE,1,1999-01-05T00:00:00.000,EXPIRED        ,50 EAST 119TH STREET LLC
615,116766,CA004172,CERTIFICATE TO OPERATE,384,BROADWAY,MANHATTAN,2318.0,195.0,2.0,384 BROADWAY REALTY CO.,1994-12-15T00:00:00.000,HB SMITH G350-L-13,HB SMITH G350-L-13,H B SMITH C 300-25-HBS-13,H B SMITH C 300-25-HBS-13,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
616,115090,CA004173,CERTIFICATE TO OPERATE,1818,AVENUE L,BROOKLYN,180697.0,6738.0,7.0,MIDWOOD TOWERS/ROSENBLOOM,1992-07-01T00:00:00.000,KEWANEE  7L85,KEWANEE  7L85,IRON FIREMAN  AGO-6-6.3,IRON FIREMAN  AGO-6-6.3,NO6FUEL,NONE,1,1988-12-14T00:00:00.000,CANCELLED      ,
617,123527,CA004177,CERTIFICATE TO OPERATE,787,EAST   46 STREET,BROOKLYN,112292.0,4963.0,44.0,DAYTON MANAGEMENT,1986-05-19T00:00:00.000,FEDERAL FLW 1215,FEDERAL FLW 1215,HEV-E-OIL AM6E,HEV-E-OIL AM6E,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,
618,176379,CA004178,REGISTRATION INSPECTION,148,COLUMBUS AVENUE,MANHATTAN,1028840.0,1138.0,7501.0,HAHN MANAGEMENT CORP,1986-01-14T00:00:00.000,FEDERAL FMB 850,FEDERAL FMB 850,CARLIN 950,CARLIN 950,NO2FUEL,NONE,1,1900-01-01T00:01:00.000,EXPIRED        ,
619,124418,CA004181,CERTIFICATE TO OPERATE,61-88,DRY HARBOR ROAD,QUEENS,67944.0,2945.0,1.0,JUST MGMT CO./RONALD SNYDERS,2002-06-11T00:00:00.000,FEDERAL FLW-1215,FEDERAL FLW-1215,I.C.I. DEG-42-P,I.C.I. DEG-42-P,NO6FUEL,NONE,1,1987-05-22T00:00:00.000,CANCELLED      ,
620,119472,CA004186,CERTIFICATE TO OPERATE,1020,GRAND CONCOURSE,BRONX,2823.0,2461.0,94.0,TUDOR REALTY SERVICES CORP.,2014-08-04T00:00:00.000,FEDERAL FST 400,FEDERAL FST 400,HEVEOIL DEG 175 P,HEVEOIL DEG 175 P,NO6FUEL,NONE,2,1986-01-07T00:00:00.000,CANCELLED      ,
621,51011,CA004187,REGISTRATION,163-03,HORACE HARDING EXPRESSWAY,QUEENS,146579.0,6741.0,6.0,"BANLE ASSOCIATES,LLC/RENA WALSH.",2011-01-13T00:00:00.000,PACIFIC / P52,PACIFIC / P52,RAY / PKG-2,RAY / PKG-2,NATURALGAS,NONE,1,1986-12-15T00:00:00.000,EXPIRED        ,
