input_1_output_uniqueid,input_1_input_1_facilityname,input_1_input_1_facility,input_1_input_1_address,input_1_input_1_address_2,input_1_input_1_zipcode,input_1_input_1_borough,phone_number,input_1_input_1_additionalinfo,input_1_input_1_service,input_1_input_1_service_type,input_1_input_1_free_service,input_1_input_1_sliding_scale,input_1_input_1_accepts_walk,input_1_input_1_hepatitis,input_1_output_bbl,input_1_input_1_latitude,input_1_input_1_longitude,output_bbl,output_bin,output_city_council_district,output_community_district
307,Housing Works - Keith D. Cylar Community Health Center,Community Health Center,743-749 East 9th Street,2nd Floor,10009,MANHATTAN,(718) 894-2700,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,1003790039.0,40.7246181,-73.9759485,1003790039.0,1084631.0,2.0,103.0
308,Family Health Center of Middle Village,Community Health Center,75-54 Metropolitan Avenue,2nd Floor,11379,QUEENS,(718) 334-4601,,Hepatitis,Hep C Testing,False,False,False,False,4037730034.0,40.712926,-73.8756951,4037730034.0,4441889.0,30.0,405.0
309,Elmhurst Hospital,Hospital,79-01 Broadway,"H Bldg, 3rd Flr, Rm 117",11373,QUEENS,(718) 630-3719,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/ehc"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,4015000002.0,40.7446666,-73.8861451,4015000002.0,4437132.0,25.0,404.0
310,New York Harbor Healthcare System Veterans Hospital,Hospital,800 Poly Place,4th Floor,11209,BROOKLYN,(855) 681-8700 Ext 3476,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyharbor.va.gov/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,False,False,False,3061530001.0,40.6087416,-74.024293,3061530001.0,3345707.0,43.0,310.0
311,Brightpoint Health - Sterling Health Center,Community Health Center,803 Sterling Place,,11216,BROOKLYN,(718) 409-9451,"Free services are available.<br><a href=""http://www.brightpointhealth.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,3012400063.0,40.67262,-73.9518468,3012400063.0,3031516.0,36.0,308.0
312,Montefiore - Division of Substance Abuse,Community Health Center,804 East 138th Street,,10454,BRONX,(718) 802-9540 Ext 12,"Free services are available.<br><a href=""http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,2025890016.0,40.8033872,-73.9104101,2025890016.0,2004004.0,17.0,201.0
313,VOCAL New York Users Union,Syringe Exchange Program,80A 4th Avenue,,11217,BROOKLYN,(718) 991-0605,"Free services are available.<br><a href=""http://www.vocal-ny.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,True,False,3003890041.0,40.6821212,-73.979937,3003890041.0,3006002.0,33.0,302.0
314,Montefiore - South Bronx Health Center,Community Health Center,871 Prospect Avenue,,10459,BRONX,(718) 613-7555,,Hepatitis,Hep C Testing,False,True,False,False,2026770090.0,40.8207103,-73.9014478,2026770090.0,2005014.0,17.0,203.0
315,Interfaith Medical Center - Primary Care Center,Hospital,880 Bergen Street,,11238,BROOKLYN,(718) 585-5544,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.interfaithmedical.com/about/service-centers/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,False,False,False,3011490018.0,40.6770039,-73.958166,3011490018.0,3392865.0,35.0,308.0
316,St. Ann's Corner of Harm Reduction (SACHR),Syringe Exchange Program,886 Westchester Avenue,,10451,BRONX,(347) 505-7000,"Free services are available.<br><a href=""http://www.sachr.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,True,False,2026967501.0,40.8206579,-73.8997352,2026967501.0,2118990.0,17.0,202.0
317,Damian Family Care Center - Firehouse Health Center,Community Health Center,89-56 162nd Street,1st Floor,11432,QUEENS,(718) 523-2123,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.damianfcc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,4097600074.0,40.7051397,-73.7982007,4097600074.0,4208872.0,24.0,412.0
318,CHN - Family Health Center,Community Health Center,90-04 161st Street,5th Floor,11432,QUEENS,(718) 299-1100,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/family-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,4097570023.0,40.7051801,-73.7996353,4097570023.0,4208850.0,24.0,412.0
319,Acacia Network - Westchester Avenue Family Health Center,Community Health Center,915 Westchester Avenue,,10459,BRONX,(718) 388-0390,"Free services are available.<br><a href=""http://www.acacianetwork.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,False,False,2026980079.0,40.8215606,-73.8982961,2026980079.0,2005372.0,17.0,202.0
320,CHN - CABS Health Center,Community Health Center,94-98 Manhattan Avenue,98,11206,BROOKLYN,(718) 842-6050,"Free services are available.<br><a href=""http://www.chnnyc.org/our-locations/cabs-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,3030790006.0,40.7056365,-73.9443956,3030790006.0,3071335.0,34.0,301.0
321,New York Harm Reduction Educators (NYHRE) - Bronx,Syringe Exchange Program,953 Southern Boulevard,Suite 302,10459,BRONX,(718) 299-1100,"Free services are available.<br><a href=""http://www.nyhre.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,True,False,2027240186.0,40.8215386,-73.8917235,2027240186.0,2005787.0,17.0,202.0
322,Acacia Network - La Casa De Salud,Community Health Center,966 Prospect Avenue,,10459,BRONX,(718) 657-7088,"Free services are available.<br><a href=""http://www.acacianetwork.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,True,False,False,2026900112.0,40.8228145,-73.8998273,2026900112.0,2005209.0,17.0,202.0
323,CHN - Queens Health Center,Community Health Center,97-04 Sutphin Boulevard,,11435,QUEENS,(718) 328-4188,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/queens-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,4100300006.0,40.6969409,-73.8057933,4100300006.0,4214585.0,28.0,412.0
324,Hispanic AIDS Forum - Bronx,Community Organization,975 Kelly Street,4th Floor,11459,BRONX,(718) 320-4466,"Free services are available.<br><a href=""http://hafnyc.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,True,False,True,False,2027037501.0,40.822181,-73.895996,2027037501.0,2114693.0,17.0,202.0
325,CHN - Bronx Health Center,Community Health Center,975 Westchester Avenue,,10459,BRONX,(718) 933-2400,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/bronx-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Testing,False,True,False,False,2027150029.0,40.8230494,-73.8950593,2027150029.0,2005666.0,17.0,202.0
326,Montefiore - Family Health Center,Community Health Center,1 Fordham Plaza,5th Floor,10458,BRONX,(212) 523-4000,,Hepatitis,Hep C Treatment,False,True,False,True,2030330053.0,40.8608114,-73.8902149,2030330053.0,2088325.0,15.0,206.0
327,Mount Sinai - West,Hospital,1000 10th Avenue,,10019,MANHATTAN,(212) 523-6500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.roosevelthospitalnyc.org/index.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,1010680001.0,40.7697168,-73.9868805,1010680001.0,1082718.0,3.0,104.0
328,Mount Sinai - Samuels Clinic,Hospital,1000 Tenth Avenue,Suite 2TT,10019,MANHATTAN,(718) 283-7476,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinaihealth.org/locations"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,1010680001.0,40.7697168,-73.9868805,1010680001.0,1082718.0,3.0,104.0
329,Maimonides Medical Center - Gastroenterology,Hospital,1025 48th Street,,11219,BROOKLYN,(855) 681-8700 Ext 3476,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""https://www.maimonidesmed.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,3056260001.0,40.6396327,-73.9974717,3056260001.0,3137105.0,39.0,312.0
330,Brightpoint Health - Sutphin Health Center,Community Health Center,105-04 Sutphin Boulevard,,11435,QUEENS,(718) 842-8040,"Free services are available.<br><a href=""http://www.brightpointhealth.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,4100560012.0,40.6952716,-73.8036668,4100560012.0,4215005.0,28.0,412.0
331,Montefiore - West Farms Family Practice,Community Health Center,1055 East Tremont Ave,,10461,BRONX,(718) 299-1100,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.montefiore.org/mmg-west-farms-family-practice"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,2031390050.0,40.8405381,-73.8795067,2031390050.0,2000000.0,15.0,206.0
332,Acacia Network - BASICS Community Health Center,Community Health Center,1064 Franklin Avenue,,10456,BRONX,(718) 589-2440,"Free services are available.<br><a href=""http://www.acacianetwork.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2026070032.0,40.82692,-73.9068987,2026070032.0,2004178.0,16.0,203.0
333,Urban Health Plan - El Nuevo San Juan Health Center,Community Health Center,1065 Southern Boulevard,,10459,BRONX,(212) 749-1820,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.urbanhealthplan.org/content/el-nuevo-san-juan-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,False,2027270058.0,40.8250534,-73.8918949,2027270058.0,2114609.0,17.0,202.0
334,William F. Ryan Community Health Center,Community Health Center,110 West 97th Street,,10025,MANHATTAN,(718) 920-4644,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.ryancenter.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1018517501.0,40.7935824,-73.9675886,1018517501.0,1079308.0,7.0,107.0
335,Montefiore - Liver Center,Hospital,111 East 210th Street,,10461,BRONX,(718) 735-1900,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.montefiore.org/gastroenterology-liver-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,2033270001.0,40.880795,-73.8794958,2033270001.0,2096399.0,11.0,207.0
336,Kingsbrook Jewish Hospital - Pierre Toussaint Family Health Center,Community Health Center,1110 Eastern Parkway,,11213,BROOKLYN,(212) 523-4410,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.kingsbrook.org/Healthcare_Services_Medical_Education/Programs_Services/Ambulatory_Services/Pierre_Toussaint_Family_Healthcare_Center.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,3013960034.0,40.6687768,-73.9315568,3013960034.0,3037551.0,35.0,309.0
337,Mount Sinai St. Luke's - Liver Clinic,Hospital,1111 Amsterdam Avenue,,10025,MANHATTAN,(718) 945-7150,,Hepatitis,Hep C Treatment,False,False,False,False,1018670001.0,40.8056238,-73.9612903,1018670001.0,1056035.0,7.0,109.0
338,Addabbo Family Health Center,Community Health Center,114-39 Sutphin Boulevard,,11434,QUEENS,(888) 795-4837,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.addabbo.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,4121850001.0,40.6852564,-73.793104,4121850001.0,4264063.0,28.0,412.0
339,Albert Einstein College of Medicine - Hepatology,Hospital,1180 Morris Park Avenue,2nd Floor,10461,BRONX,(718) 852-8375,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.einstein.yu.edu/departments/medicine/divisions/gastroenterology-liver-diseases/contact/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,2041160001.0,40.850591,-73.848916,2041160001.0,2045227.0,13.0,211.0
340,Brooklyn Hospital Center - Gastroenterology,Hospital,121 DeKalb Avenue,,11201,BROOKLYN,(718) 250-6559,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.tbh.org/gastroenterology"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,3020880004.0,40.6904629,-73.9780736,3020880004.0,3058410.0,35.0,302.0
341,Brooklyn Hospital Center - PATH Center,Hospital,121 DeKalb Avenue,2nd Floor,11201,BROOKLYN,(718) 788-5588,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.tbh.org/path-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,3020880004.0,40.6904629,-73.9780736,3020880004.0,3058410.0,35.0,302.0
342,"Asim Malik, MD",Private Practice Physician,1224 8th Avenue,,11215,BROOKLYN,(212) 531-1300,,Hepatitis,Hep C Treatment,False,False,False,False,3010980048.0,40.663543,-73.9813564,3010980048.0,3026395.0,39.0,306.0
343,Harlem United - Willis Green Jr. Health Center,Community Health Center,123-125 West 124th Street,2nd Floor,10027,MANHATTAN,(718) 443-2428,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""https://www.harlemunited.org/programs/primary-care/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1019090020.0,40.8076958,-73.9469285,1019090020.0,1084686.0,9.0,110.0
345,Albert Einstein College of Medicine - Hepatology,Hospital,1250 Waters Place,9th floor,10461,BRONX,(212) 639-7336,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.einstein.yu.edu/departments/medicine/divisions/gastroenterology-liver-diseases/contact/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,2042267501.0,40.8534073,-73.8385334,2042267501.0,2117335.0,13.0,211.0
346,NYU Memorial Sloan Kettering Cancer Center,Hospital,1275 York Avenue,,10065,MANHATTAN,(718) 901-8000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://mskcc.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,1014620005.0,40.7641718,-73.9567148,1014620005.0,1087284.0,5.0,108.0
347,Family Wellness Center/Martin Luther King Jr. Health Center,Community Health Center,1276 Fulton Avenue,1st floor,10456,BRONX,(718) 590-1800,,Hepatitis,Hep C Treatment,False,True,False,True,2026120007.0,40.8313235,-73.9037103,2026120007.0,2004246.0,16.0,203.0
348,Bronx Lebanon - Family Medicine,Community Health Center,1281 Franklin Avenue,1st Floor,10456,BRONX,(212) 966-0466 Ext 1107,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.bronx-leb.org/COE/Family_Practice2.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,2026120043.0,40.8315074,-73.9024057,2026120043.0,2004254.0,16.0,203.0
