,organizationname,brooklyn,bronx,manhattan,queens,staten_island,fax,phone,aging,anti_discrimination_human_rights,arts_culture,business,child_care_parent_information,community_service_volunteerism,counseling_support_groups,disabilities,domestic_violence,education,employment_job_training,health,homelessness,housing,immigration,legal_services,lesbian_gay_bisexual_and_or_transgender,personal_finance_financial_education,professional_association,veterans_military_families,victim_services,youth_services,faith_based_organization,foundation,is_registered_with_the_attorney_general_s_office,new_york_city_agency,none_of_the_above,nonprofit,other_government_organization,published,address1,city,url,nourl,description,outsideloc,location_1,borough,latitude,longitude,community_board,community_council,census_tract,bin,bbl,nta,address2,postcode,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,outsidelocdesc
557,"East Harlem Employment Services, Inc.",N,N,Y,N,N,2129879132.0,2129872727.0,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"240 East 123rd Street, 3rd FL",New York,http://www.workplacesolutions.org/about/strive.cfm,N,"STRIVE/East Harlem Employment Service, Inc. will provide technical assistance and ongoing support to 15 employers and labor unions, affecting 100 women in the New York City Empowerment Zone/Economic Communities who are returning to work from welfare.",N,"{'latitude': '40.801647', 'longitude': '-73.935017'}",MANHATTAN,40.801647,-73.935017,11.0,8.0,194.0,1054629.0,1017870080.0,East Harlem North                                                          ,,10035.0,13093.0,7.0,4.0,35.0,16.0,
558,Council of Jewish Organizations of Flatbush (COJO Flatbush),Y,N,N,N,N,,7183772900.0,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Published,1550 Coney Island Avenue,Brooklyn,http://ww.cojoflatbush.org,N,"COJO of Flatbush, established 30 years ago, is an umbrella agency for over 220 affiliated member organizations serving the Greater Flatbush community.  It is a multi-faceted, non-sectarian, non-profit social service agency acting as the ombudsman to the locality in addressing its concerns.  The Council operates a multi-service center providing a broad range of programs and services.  These include information, referral, emergency assistance, crisis intervention, assistance in obtaining a wide range of public entitlements, housing, legal counsel, foreclosure prevention, holiday food packages, food pantries; the Leader Family Employment Center providing job-readiness skills and training, job placement; ESL, Civics and Citizenship classes, the Chaim Meir/Leader Family Camp Scholarship Fund; Project Care ï¿½ Volunteer Services for the Homebound; the South Brooklyn Business Outreach Center (BOC), credit counseling, financial literacy, Family and Child Health Plus programs, and all support assistance for the destitute, elderly, disadvantaged, unemployed, single-parent families, displaced workers, immigrant populations, the homebound elderly and handicapped.  This year, over 20,000 clients received approx. 50,000 services from all Council Programs.",N,"{'latitude': '40.619517', 'longitude': '-73.964188'}",BROOKLYN ,40.619517,-73.964188,12.0,44.0,454.0,3171988.0,3065460011.0,Ocean Parkway South                                                        ,,11230.0,13513.0,2.0,2.0,18.0,39.0,
559,"Inwood Community Services, Inc.",N,N,Y,N,N,2125679476.0,2129420043.0,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,651 Academy Street,New York,http://inwoodcs.org,N,"Not for profit community based organizationw with youth programs, adult literacy, prevention, and two licensed clinics: mental health and chemical dependence treatment.",N,"{'latitude': '40.866001', 'longitude': '-73.924777'}",MANHATTAN,40.866001,-73.924777,12.0,10.0,291.0,1081917.0,1022340001.0,Marble Hill-Inwood                                                         ,,10034.0,13092.0,47.0,4.0,39.0,22.0,
560,Disabled in Action of Metropolitan New York,N,N,Y,N,N,7182613737.0,7182613737.0,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,PO Box 30954,NY,http://www.disabledinaction.org/,N,"We are a civil rights organization committed to ending discrimination against people with disabilities ? all disabilities. We fight to eliminate the barriers that prevent us from enjoying full equality in American society. Founded in 1970, DIA is a democratic, not-for-profit, tax-exempt, membership organization. DIA consists primarily of and is directed by people with disabilities.",N,,,,,,,,,,,,10011.0,,,,,,
561,Partnership for After School Education (PASE),N,N,Y,N,N,,2125712664.0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,"120 Broadway, Ste. 230",New York,,N,,,"{'latitude': '40.708546', 'longitude': '-74.011041'}",MANHATTAN,40.708546,-74.011041,1.0,1.0,7.0,1001026.0,1000477501.0,Battery Park City-Lower Manhattan                                          ,,10271.0,10364.0,56.0,4.0,32.0,1.0,
562,Haitian American Day Care Center,Y,N,N,N,N,,7187560253.0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,1491 Bedford Avenue,Brooklyn,,,,,"{'latitude': '40.671739', 'longitude': '-73.954672'}",BROOKLYN ,40.671739,-73.954672,8.0,35.0,219.0,3032188.0,3012530007.0,Crown Heights North                                                        ,,11216.0,17618.0,16.0,2.0,48.0,49.0,
563,Coalition of Ethiopian Women for Mutual Support,N,N,Y,N,N,2124257260.0,2129860749.0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Published,17 Battery Place #9 66 North,New York,,N,"The COALITION of Ethiopian Women for Mutual Support (CEWMS) is a non-political, non-profit self-help group for Ethiopian women residing in the United States. It was founded in New York City, on September 25, 1993, by Ethiopian women who recognized the need for developing the socioeconomic status of refugee and resident Ethiopian women. 

The goal of the CEWMS is to function as a resource center where Ethiopian women can get access to information necessary for their individual endeavors. The center will also create awareness of developments in the status of Ethiopian women outside the United States.",N,,,,,,,,,,,,,,,,,,
564,Fundacion Dominicana Culturarte de New York,N,N,Y,N,N,,2129288100.0,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"260 Audubon Avenue, 100S",New York,,,,,"{'latitude': '40.847052', 'longitude': '-73.933578'}",MANHATTAN,40.847052,-73.933578,12.0,10.0,261.0,1079908.0,1021530001.0,Washington Heights South                                                   ,,10033.0,13091.0,47.0,4.0,39.0,21.0,
565,Reformed Church of Newtown,N,N,N,Y,N,7185920864.0,7185924466.0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,85-15 Broadway,Elmhurst,,Y,"The Reformed Church of Newtown offers a Madarin Chinese School.  Saturday morning 9:30 AM - 12:30 PM. $140/semester.  $20.00 registration fee,  One semester is four months.  Summer program for children is free.",,"{'latitude': '40.739201', 'longitude': '-73.877788'}",QUEENS   ,40.739201,-73.877788,4.0,25.0,471.0,4437278.0,4018360001.0,Elmhurst                                                                   ,,11373.0,14784.0,66.0,3.0,5.0,68.0,
566,The Children's Aid Society,N,Y,Y,N,Y,2123588935.0,2129494800.0,N,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Published,105 E. 22nd Street,New York,http://childrensaidsociety.org,N,"Child welfare organization providing services for children, youth and families",N,"{'latitude': '40.739265', 'longitude': '-73.986215'}",MANHATTAN,40.739265,-73.986215,5.0,2.0,68.0,1018010.0,1008780001.0,Gramercy                                                                   ,,10010.0,12073.0,11.0,4.0,50.0,7.0,
567,"Broadway Housing Communities, Inc.",N,N,Y,N,N,2125682038.0,2125682030.0,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,10 Fort Washington Avenue,"New York,",http://www.broadwayhousing.org,N,Develops and sponsors supportive affordable housing for individuals and families in the greatest need.,N,"{'latitude': '40.835675', 'longitude': '-73.94455'}",MANHATTAN,40.835675,-73.94455,12.0,7.0,245.0,1063362.0,1021370070.0,Washington Heights South                                                   ,,10032.0,13090.0,47.0,4.0,23.0,21.0,
568,"Alianza Dominicana, Inc.",N,N,Y,N,N,,2127401960.0,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"2410 Amsterdam Avenue, 4th Fl",New York,,N,"Alianza Dominicana, Inc. is a non-profit community development organization that patterns with youth, families, and public and private institutions to revitalize economically distressed neighborhoods.  Our mission is to assist children, youth and familes break the cycle of poverty and fulfill their potential as members of the global economy.  We are committed to our goals and hope that we can further continue to fulfill them through our new online presence.",N,"{'latitude': '40.847177', 'longitude': '-73.93159'}",MANHATTAN,40.847177,-73.93159,12.0,10.0,261.0,1063604.0,1021520048.0,Washington Heights South                                                   ,,10033.0,13091.0,47.0,4.0,39.0,22.0,
569,Arms Acres,N,N,N,Y,N,,7185201513.0,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,80-02 Kew Gardens Road,Kew Gardens,http://www.armsacres.com/outpatient.html,N,"Arms Acres Outpatient Clinics are designed to provide a broad range of treatment to clients in need of alcohol or substance abuse counseling. Outpatient services are
flexible in orientation and content, and assist clients in need of chemical dependency treatment.",N,"{'latitude': '40.713686', 'longitude': '-73.830505'}",QUEENS   ,40.713686,-73.830505,9.0,29.0,773.0,4312089.0,4033480037.0,Kew Gardens                                                                ,,11415.0,24011.0,46.0,3.0,28.0,60.0,
570,City Parks Foundation,Y,Y,Y,Y,Y,,2123601399.0,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,830 Fifth Avenue,New York,http://www.cityparksfoundaton.org,N,"City Parks  is the only independent nonprofit organziation to provide programs in parks citywide. By offering arts, sports, edcuation and community organizing initiatives to over 600, 000 people, in 750 parks, we help improve open space in neighborhoods in all 5 boros.",N,"{'latitude': '40.767711', 'longitude': '-73.970516'}",MANHATTAN,40.767711,-73.970516,64.0,6.0,143.0,1083811.0,1011110001.0,park-cemetery-etc-Manhattan                                                ,,10021.0,,19.0,4.0,19.0,13.0,
571,Big Brothers/Big Sisters Inc. of NYC,N,N,Y,N,N,,2126862042.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,223 E. 30th Street,New York,http://www.bigsnyc.org/,N,"The mission of Big Brothers Big Sisters of New York City is to provide mentors to all children who need caring adult role models--special friends who can help expand their horizons, realize their potential and enrich their futures--changing their lives. We seek to train community organizations in every neighborhood, empowering them to establish their own mentoring programs.",N,"{'latitude': '40.742923', 'longitude': '-73.979253'}",MANHATTAN,40.742923,-73.979253,6.0,2.0,70.0,1019949.0,1009110014.0,Murray Hill-Kips Bay                                                       ,,10016.0,12078.0,71.0,4.0,50.0,9.0,
572,Services Now for Adult Persons,N,N,N,Y,N,,7184542100.0,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"Building 4 CBU #29, 80-45 Winchester Boulevard",Queens Village,http://www.snapqueens.org/,,,,,,,,,,,,,,,,,,,,,
573,NYC Department of Transportation - Office of Safety Education,Y,Y,Y,Y,Y,2124878346.0,2128392200.0,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Published,,New York,http://nyc.gov/dot,N,"Our child passenger safety program operates 7 car safety seat inspection stations across the city, where families can make an appointment to have their car seats inspected and correctly installed.  During the appointment, families will learn the basics of correct installation and use. Safety educators also conduct child passenger safety workshops for parents and professionals at day care centers, clinics, hospitals, etc.  For more information, contact the Office of Safety Education at 212-839-2200 or call 311.",N,,,,,,,,,,,59 Maiden Lane,10038.0,,,,,,
574,Elmcor Youth & Adult Activities,N,N,N,Y,N,7184573932.0,7186510096.0,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,33-16 108th Street,Corona,,Y,"Drug rehabliitation Center, residential, outpatient and prevention services, Youth and Recreation services after school, in-school and  sports, comupter lab and senior Citizen Center",N,"{'latitude': '40.757429', 'longitude': '-73.860938'}",QUEENS   ,40.757429,-73.860938,3.0,21.0,381.0,4042761.0,4017220012.0,North Corona                                                               ,,11368.0,14510.0,65.0,3.0,21.0,73.0,
575,National Association of Women Business Owners,N,N,Y,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Published,171 Madison Avenue,New York,,N,,,"{'latitude': '40.74726', 'longitude': '-73.983316'}",MANHATTAN,40.74726,-73.983316,5.0,2.0,74.0,1017082.0,1008630027.0,Midtown-Midtown South                                                      ,,10016.0,12078.0,11.0,4.0,50.0,8.0,
576,Mount Sinai Hospital of Queens,N,N,N,Y,N,,7182674265.0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,31-60 21st Street,Long Island City,http://www.mshq.org/mshq/ms_qus_outpat.jsp,N,,N,"{'latitude': '40.765823', 'longitude': '-73.931128'}",QUEENS   ,40.765823,-73.931128,1.0,22.0,77.0,4005831.0,4005310059.0,Astoria                                                                    ,,11106.0,16863.0,39.0,3.0,4.0,72.0,
577,Shuang Wen Academy Network,N,N,Y,N,N,,2126029790.0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,327 Cherry Street,New York,,N,,,"{'latitude': '40.711549', 'longitude': '-73.986542'}",MANHATTAN,40.711549,-73.986542,3.0,1.0,201.0,1003143.0,1002450007.0,Lower East Side                                                            ,,10002.0,11723.0,70.0,4.0,32.0,4.0,
578,Susan G. Komen Breast Cancer Foundation,N,N,Y,N,N,,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Published,"341 West 38th St., 10th Fl.",New York,,N,,N,"{'latitude': '40.755237', 'longitude': '-73.992864'}",MANHATTAN,40.755237,-73.992864,4.0,3.0,115.0,1013637.0,1007620011.0,Clinton                                                                    ,,10018.0,12080.0,12.0,4.0,10.0,8.0,
579,Federation of Italian-American Organizations of Brooklyn,Y,N,N,N,N,,7182592829.0,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,7403 18th Avenue,Brooklyn,,,,,"{'latitude': '40.61389', 'longitude': '-73.995465'}",BROOKLYN ,40.61389,-73.995465,11.0,47.0,274.0,3159677.0,3062160009.0,Bensonhurst West                                                           ,,11204.0,16867.0,1.0,2.0,45.0,37.0,
580,NYC TV,Y,Y,Y,Y,Y,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Published,,New York,http://www.nyc.gov/html/nycmg/nyctv/html/home/home.shtml,N,,N,,,,,,,,,,,,,,,,,,
581,"Community Health Action of Staten Island, Inc.",N,N,N,N,Y,7188081390.0,7188081300.0,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Published,"56 Bay Street, 4th Floor",Staten Island,http://www.chasiny.org,N,"Community Health Action is the only Staten Island community-based organization dedicated to providing HIV/AIDS education, prevention and services to borough residents and providers. For people living with HIV and AIDS, we offer comprehensive case management, including specialized services for undocumented immigrants, the mentally ill, children and pregnant women, and prison inmates. Our Community Re-entry Program connects with positive men released to New York City from upstate prisons, escorts them to appointments and offers counseling to encourage healthy choices and reduce recidivism.
We provide treatment adherence education, a specialized food pantry, holiday food basket deliveries and social and recreational activities such as an annual holiday party and a bi-monthly dinner with an educational presentation and children's activities.
We provide free, confidential rapid HIV counseling and testing at three storefronts, on a Mobile Health Unit, at the College of Staten Island and at Arthur Kill Correctional Facility, and at community venues on request. Clients confirmed positive are offered case management intakes and connected to medical appointments and health insurance.
Since opening our doors in 1989, we have expanded to serve other communities historically impacted by HIV/AIDS. We have developed health educational and social programs for the Lesbian, Gay, Bisexual and Transgender (LGBT) communities. In 2008 we opened a dedicated LGBT Center, the only one in the borough. We operate a community food pantry and offer benefits counseling and vocational readiness services. Through partnerships with the New York City Department of Health & Mental Hygiene, we offer smoking cessation counseling, Nicotine Replacement Therapy, Hepatitis C screening and Hepatitis A and B vaccinations. Injection drug users are offered clean syringes through a Syringe Exchange Program (SEP) and the NYS Expanded Syringe Access Program (ESAP), education on safe injection techniques, overdose prevention and prescriptions for Narcan, and referral to a new treatment for opiate addiction, Suboxone. Mental health counseling and support groups are provided for people with substance use histories and for LGBT and questioning youth and adults.  An OASAS-funded, medically-supervised outpatient treatment program helps active substance users, and there are specific addiction treatment services for families with children and for recent prison releasees and parolees.
For youth ages 13 to 24, we offer testing and treatment for sexually transmitted infections and pregnancy testing and referral for follow-up services. At our three storefronts and on the mobile unit we provide free male and female condoms, lubricant, dental dams, finger cots and sexual risk reduction education. Youth peer educators conduct street outreach and staff resource tables at health fairs and community events.  Staff offer youth-focused workshops at schools and community groups.",N,"{'latitude': '40.640624', 'longitude': '-74.075704'}",STATEN IS,40.640624,-74.075704,1.0,49.0,3.0,5000035.0,5000050103.0,West New Brighton-New Brighton-St. George                                  ,"25 Victory Blvd., 3rd Floo",10301.0,10369.0,4.0,1.0,13.0,74.0,
